Blood_pressure__women__SBP__mmHg.png,"The graph shows the systolic blood pressure of men of selected countries from 1980 to 2008, expressed in mmHg. The lowest recorded values (117 to 121) were recorded in Hong Kong (2001 to 2008), Ethiopia (1980 to 1994), Maldives (1980 to 1985), Eritrea (1980 to 1991), and Belize (1986 to 2008). The highest values (> 134) were recorded in Sierra Leone (2007 to 2008), Italy (1980 to 1982), Finland (1980 to 1988), Saudi Arabia (1980 to 1982), Kuwait (1980 to 1982), Hungary (1980 to 1982), Qatar (1980 to 1988), Estonia (1980 to 1988), and Bulgaria (1980 to 1985). The trends appear inconsistent and varies between countries."
Body_Mass_Index__men__BMI__kg_m2.png,"The graph shows the Body Mass Index (BMI) of men of selected countries from 1980 to 2008), expressed in kilogram per meter squared. The trend is generally upward for all countries, with majority of the countries have BMI of over 27 by 2008 whereas the majority between 1980 to 1985 have BMIs less than 25. The highest BMIs (29 to 32) were recorded in Cook Islands between 1998 to 2008."
Body_Mass_Index__women__BMI__kg_m2.png,"The graph shows the Body Mass Index (BMI) of women of selected countries from 1980 to 2008), expressed in kilogram per meter squared. The trend is generally upward for all countries, with majority of the countries have BMI of over 24 by 2008 whereas the majority between 1980 to 1983 have BMIs less than 24. The highest BMIs (31 to 34) were recorded in Kiribati and Kuwait between 2007 and 2008."
Borrowers_from_commercial_banks__per_1_000_adults_.png,"The graph shows the number of borrowers from commercial banks per 1000 adults in the selected countries from 2004 to 2021. Some countries have missing information. Most countries consistently have less than 282 borrowers per 1000 adults, with exceptions such as Argentina, Qatar, and Belgium. The highest number of borrowers (564 to 705) were recorded in Belgium between 2008 and 2021. There is generally an upward trend but said trend may differ between countries."
Bound_rate__simple_mean__all_products____.png,"The graph shows the simple mean bound rate of all products of selected countries from 1996 to 2021, expressed in percentages. Some countries have missing information. Majority of the countries have values less than 43%, with exceptions such as Gambia, Ghana, and Zambia. Zambia has consistently reported simple mean bound rates greater than 86% throughout the period, as well as Gambia and Ghana (not factoring missing information). The bound rates remain relatively the same throughout the period."
Bound_rate__simple_mean__manufactured_products____.png,"The graph shows the simple mean bound rate of manufactured products of selected countries from 1996 to 2021, expressed in percentages. Some countries have missing information. Majority of the countries have values less than 34%, with exceptions such as Costa Rica, Morocco, Ghana, Vanuatu, Fiji, Lesotho, Nigeria, Saint vincent and the Grenadines, Chad, and Malawi. The highest values (> 64%) were recorded in Ghana (1999 to 2010, 2020 to 2021), Nigeria (1996 to 2007), and Chad (1996 to 2016). No apparent trends in the simple mean bound rates can be observed."
Bound_rate__simple_mean__primary_products____.png,"The graph shows the simple mean bound rate of primary products of selected countries from 1996 to 2021, expressed in percentages. Some countries have missing information. Majority of the countries have values less than 46%, with exceptions such as Jamaica, Saint Lucia, Malawi, Gambia, Barbados, Fiji, Angola, Benin, and Solomon Islands. Saint Lucia, Malawi, Gambia, and Barbado consistently recorded high bound rates (> 87%). No apparent trends in the simple mean bound rates can be observed."
Boys_out_of_school__primary.png,"The graph shows the number of primary level out of school boys in selected countres from 1999 to 2021. Most countries have missing information, where China and Japan also have no data. Majority of the countries consistently reported numbers between 17 and 86,500 except for Zambia, Ukraine, Senegal, and Central African Republic. The highest numbers (> 346,000) were recorded in Senegal from 2019 to 2021."
Breast_cancer_deaths.png,"The graph shows the number of breast cancer deaths in the selected countries from 1990 to 2019. Only Serbia and Montenegro has missing information. All countries except Russia have between 2 to 4,924 recorded breast cancer deaths throughout the period. Breast cancer deaths in Russia ranges from 14,800 and 19,700 between 1990 to 1992, while it ranges from 19,700 and 24,600 between 1993 and 2019."
Breast_cancer_deaths_per_100_000_women.png,"The graph shows the number of breast cancer deaths per 100,000 women in the selected countries from 1990 to 2019. Some countries have missing information.Majority of the countries consistently reported having less than 24 breast cancer deaths per 100,000 women except Tonga, Gabon, Kiribati, Philippines, Netherlands, Ukraine, Nauru, and Dominica. Nauru records the highest breast cancer deaths per 100,000 women (37 to 43) between 2000 to 2019."
Breast_cancer_new_cases.png,"The graph shows the number of breast cancer new cases of the selected countries from 1990 to 2019. Most countries except Russia and Brazil consistently reported less than 26,900 new cases of breast cancer throughout the period. Russia has the highest number of new cases throughout the period (67,200), and consistently had the highest number of new cases of breast cancer compared to the selected countries."
Breast_cancer_new_cases_per_100_000_women.png,"The graph shows the number of breast cancer new casesper 100,000 in the selected countries from 1990 to 2019. Only Hong Kong has missing information. Mongolia, Mauritania, Nepal, Guinea-Bissau, Sri Lanka, and India consistently had low (< 31) new cases of breast cancer per 100,000 women. On the other hand, New Zealand consistently had the highest number of new cases, peaking at 106 per 100,000 women."
Broad_money____of_GDP_.png,"The graph shows the amount of broad money of the selected countries from 1962 to 2023, expressed in percentage of GDP. Majority of the countries have missing data. Most countries have percentages ranging from 4% to 175% of broad money except Hong Kong and Macao. Hong Kong consistently had the highest percentage from 1990 to 2023, peaking at 432% of the country's GDP."
Broad_money__current_LCU_.png,"The graph shows the amount of broad money of the selected countries from 1962 to 2023, expressed in current LCU. Majority of the countries have missing data. Most countries consistently reported low values ranging from 11,600 to 1.91 quintillion, except for Iran (2009 to 2018) and South Korea (2014 to 2023). Iran had the highest reported amount of broad money (9. 55 quintillion) during 2014 to 2018."
Broad_money_growth__annual___.png,"The graph shows the annual broad money growth of the selected countries from 1962 to 2023, expressed in percentages. Some countries have missing information. Most countries except Azerbaijan and Peru consistently reported annual broad money growth rates between 3% to 160%. Peru had the highest reported annual broad money growth rate at 790% during 1988 to 1999."
Broad_money_to_total_reserves_ratio.png,"The graph shows the broad money to total reserves ration of the selected countries from 1963 to 2023, expressed in percentages. Majority of the countries have missing data. Majority of the countries also consistently reported low ratios (0% to 21%) except for Cameroon, Chad, Australia, United States, and Ethiopia. Cameroon recorded the highest ratio (107%) between 1993 to 1998. United States consistently had high ratios (21% to 64%) throughout the period."
Broadband_subscribers__per_100_people_.png,The graph shows the number of broadband subscribers per 100 people in the selected countries from 2002 to 2022. Some countries have missing information. Majority of the countries consistently reported low broadband subscribers (0 to 9) per 100 people. The highest numbers of broadband subscribers (38 to 47) per 100 people were recorded in Greece (2020 to 2022) and Liechtenstein (2008 to 2022). The trend for the broadband subscribers is generally upward for all selected countries.
Broadband_subscribers__total_.png,"The graph shows the total broadband subscribers in the selected countries from 2002 to 2022. Some countries have missing information. Majority of the countries consistently reported low broadband subscribers (10 to 7.05 million), with exceptions such as Russia, South Korea, and Saudi Arabia. The highest numbers of broadband subscribers (28.2 million to 35.3 million) were recorded in Russia from 2017 to 2022. There is some upward trend observed in broadband subscribers throughout the period."
Burns_deaths__per_100_000_people_.png,"The graph shows the number of burn deaths per 100,000 people in the selected countries from 1990 to 2016. Only Saint Kitts and Nevis had missing data. Majority of the countries only had zero to five burn deaths per period. The highest number of burn deaths per 100,000 people (11 to 14) were recorded in Greenland (1990 to 2004) and Namibia (1990 to 1993). The trend is generally downward, with most countries only having at most five burn deaths per 100,000 people between 2014 to 2016 except Greenland and Dijibouti."
Business_extent_of_disclosure_index__0_less_disclosure_to_10_more_disclosure_.png,"The graph shows the business extent of disclosure index of the selected countries from 2005 to 2019. The lowest indices (< 2) were reported by Sudan (2005 to 2015), Czechia (2005 to 2019), and Philippines (2005 to 2017). On the other hand, Colombia, Lebanon, and Singapore consistently recorded the highest in the index (> 8). There is generally an upward trend in the index, indicating more disclosure for businesses."
Capture_fisheries_production__metric_tons_.png,"The graph shows the capture fisheries production of the selected countries from 1960 to 2022, expressed in metric tons. Most countries had less than 596,000 metric tons of production except Thailand. Thailand consistently had the highest production from 1966 to 2022, peaking at 2.39 million to 2.98 million metric tons between 1997 and 2007."
Cell_phones__per_100_people_.png,"The graph shows the number of cell phones per 100 people in the selected countries from 1960 to 2022. Some countries had missing information. The trend is generally upward, with all countries having less than 55 cell phones per 100 people before 2002. By 2022, most countries have more than 55 cell phones pero 100 people, with some reaching up to 276 per 100 people (Hong Kong). Only Micronesia consistently reported less than 55 cell phones per 100 people throughout the period."
Cell_phones__total_.png,"The graph shows the total number of cell phones in the selected countries from 1960 to 2022. Some countries had missing information. Majority of the countries had less than 34.7 million cell phones except Bangladesh (2008 to 2022), Ethiopia (2013 to 2022), and Turkey (2002 to 2022). Bangladesh reported the highest number of cell phones (> 139 million) between 2018 to 2022."
Central_bank_discount_rate__annual___.png,"The graph shows the annual central bank discount rate of the selected countries from 1967 to 2006, expressed in percentages. Majority of the countries had missing information, with Qatar having sparse data. Most countries consistently reported values between 1% to 67%, with exceptions such as Peru (1985 to 1990) and Russia (1991 to 1996). The highest value (> 268%) was recorded in Peru from 1985 to 1990."
Central_government_debt__total____of_GDP_.png,"The graph shows the total central government debts of the selected countries from 1990 to 2021, expressed in percentage of GDP. Most countries have missing information, where UAE, Namibia, Tajikistan, Bagnladesh, Burkina Faso, and Sudan have sparse data. Majority of the reported debts are between 1% to 99% of the country's GDP. The highest values (198% to 245%) were recorded in Congo (1996 to 1998), Greece (2019 to 2021), and Seychelles (2006 to 2008). There is generally an upward trend, though the trend's direction may vary between countries."
Central_government_debt__total__current_LCU_.png,"The graph shows the total central government debts of the selected countries from 1990 to 2021, expressed in current LCU. Most countries have missing information, where Italy, Luxembourg, Bolivia, and Lebanon have sparse data. Most countries consistently reported less than 190 trillion current LCU, except for South Korea. The highest value (949 billion) was recorded in South Korea between 2019 and 2022."
Cereal_production__metric_tons_.png,"The graph shows the cereal production of the selected countries from 1961 to 2022, expressed in metric tons. Some countries have missing information. All countries except United States consistently produced cereal between 30 metric tons to 88.3 million metric tons. The United States is consistently increasing their cereal production peaking at up to 442 million metric tons of cereal produced between 2006 to 2022."
Cereal_yield__kg_per_hectare_.png,"The graph shows the cereal yield of the selected countries from 1961 to 2022, expressed in kilogram per hectare. Some countries such as Armenia and Croatia have missing data. Majority of the countries consistently reported low yields that are less than 5,919 kg per hectare, excluding Germany, Netherlands, Croatia, and Saint Vincent and the Grenadines. The highest yield (27,300 kg per hectare) was recorded in Saint Vincent and the Grenadines between 2013 to 2022. There is some general upward trend, though most countries tend to have the same cereal yield throughout the period."
Cervical_cancer_deaths__women.png,"The graph shows the number of cervical cancer deaths in the selected countries from 1990 to 2019. Majority of the countries consistently reported between 1 to 1,577 deaths due to cervical cancer, with exceptions such as Nigeria, Venezuela, Russia, Mexico, South Africa, and Mozambique. Russia consistently had the highest number of cervical cancer deaths, ranging from 6,304 up to 7,880 deaths."
Cervical_cancer_deaths_per_100_000_women.png,"The graph shows the number of cervical cancer deaths per 100,000 women in the selected countries from 1990 to 2019. Only French Polynesia has missing information. Countries such as Puerto Rico, Turkey, and Sudan consistently had less than 8 deaths per 100,000 women, whereas countries like Dijibouti, Botswana, Malawi, and Burkina Faso consistently having more than 20 deaths. The graph suggests the countries have a downward trend in cervical deaths per 100,000 women with few exceptions such as Namibia."
Cervical_cancer_new_cases__women.png,"The graph shows the number of new cervical cancer cases in the selected countries from 1990 to 2019. Only French Polynesia has missing information. Majority of the countries consistently reported between 1 to 8,762 new cases, with exceptions such as Japan and Brazil. Brazil consistently had the highest number of new cases, reaching up to between 17,500 to 21,900 new cases during 2000 to 2019. Trends are inconsistent and may vary between countries."
Cervical_cancer_new_cases_per_100_000_women.png,"The graph shows the number of new cervical cancer cases per 100,000 in the selected countries from 1990 to 2019. Only Hong Kong has missing information. Countries such as Jordan and Greece consistently reported between 4 to 13 new cases, whereas countries like Somalia consistently reported between 40 to 50 new cases. The graph suggests that the trend is generally downward for new cervical cancer cases per 100,000 women with exceptions such as Mozambique and Botswana."
Changes_in_inventories__constant_LCU_.png,"The graph shows the changes in inventories of the selected countries from 1990 to 2023, expressed in constant LCU. Some countries have missing information. Most countries consistently reported values between -1.71 quintillion and 571 trillion. Indonesia reached the maximum value (5.14 quintillion) between 1990 and 1997 before reaching the minimum value (-6.28 quintillion) between 1998 and 2005. By 2009, the changes in inventories of Indonesia has stabilized."
Changes_in_inventories__current_LCU_.png,"The graph shows the changes in inventories of the selected countries from 1990 to 2023, expressed in current LCU. Majority of the countries have missing information. Most countries consistently reported values between -135 trillion and 186 trillion except Iraq (1992 to 2002, 2014 to 2023). The highest value (> 7.84 trillion) was recorded in Iraq from 2014 to 2023."
Changes_in_inventories__current_US__.png,"The graph shows the changes in inventories of the selected countries from 1990 to 2023, expressed in current US dollars. Majority of the countries have missing information. Most countries consistently reported values less than 14 billion except Iraq, France, Saudi Arabi, and United States. The highest value (> 62.7 billion) was recorded in United States between from 2012 to 2017."
Charges_for_the_use_of_intellectual_property__payments__BoP__current_US__.png,"The graph shows the payments of the charges for the use of intellectual property (BoP) of the selected countries from 1994 to 2023, expressed in current US dollars. Majority of the countries have missing information. Most countries consistently reported values less than 2.94 billion, with exceptions such as Spain and France. By 1999, France consistently had the highest value, peaking up to 14.7 billion between 2014 and 2023."
Charges_for_the_use_of_intellectual_property__receipts__BoP__current_US__.png,"The graph shows the receipts of the charges for the use of intellectual property (BoP) f the selected countries from 1994 to 2023, expressed in current US dollars. Majority of the countries have missing information. Most countries consistently reported values less than 9.92 billion except Germany. By 2013, Germany consistently had values over 19.8 billion, peaking up to 49.6 billion between 2020 and 2023."
Checks_on_Government_Index__IDEA_.png,"The graph shows the checks on Government Index (IDEA) of the selected countries from 1975 to 2021. The lowest indices (< 31) were consistently recorded in Saudi Arabia, but was also recorded Guinea, Albania, Congo, and Chile from 1975 to 1986. High indices (> 82) were consistently recorded in Denmark and Switzerland. Spain (2003 to 2006) and Chile (2003 to 2018) also recorded high indices. By 2021, most countries have indices of at least 48. There is generally an upward trend in the index, though it may differ between countries."
Chemicals____of_value_added_in_manufacturing_.png,"The graph shows the value added of chemicals in manufacturing in the selected countries from 1967 to 2022, expressed in percentages. Most countries have missing information, with Cambodia and Maldives having sparse data. Most countries also reported values between 0% and 16%, with exceptions such as Eritrea, Senegal, Trinidad and Tobago, and Saudi Arabia. Saudi Arabia consistently had one of the highest value added, having at least 33% value added in manufacturing in chemicals, reaching up to 42%."
Child_deaths__total_count_.png,"The graph shows the total count of child deats among the selected countries from 1800 to 2022. Some countries have missing information. Most countries reported less than 126,00 deaths, with few exceptions such as Mexico (1821 to 1982), Pakistan (1800 to 2022), Iran (1800 to 1982), and Ukraine (1863 to 1942). Pakistan consistently had the highest count by 1821, and reached up to 628,000 child deaths between 1983 and 2002."
Child_mortality__0_5_year_olds___More_years__Version_7__csv.png,"The graph shows child mortality (0-5 year olds) in the selected countries from 1800 to 2013. Some countries have missing information. Most countries had high child mortality rate (> 411) from 1800 up to 1907, with some having high mortality rate up to the year 1996. The trend is consistently downward, with most countries having less than 105 child deaths by 2013."
